,frame_number,face_id,gender,race
0,1697.0,246.0,Woman,white
0,1701.0,247.0,Woman,white
0,1709.0,248.0,Man,white
0,1713.0,249.0,Woman,white
1,1713.0,250.0,Man,white
0,1717.0,251.0,Man,white
0,1745.0,252.0,Woman,white
1,1745.0,253.0,Man,white
0,1761.0,254.0,Man,white
1,1761.0,255.0,Man,white
2,1761.0,256.0,Man,white
0,1765.0,257.0,Man,white
1,1765.0,258.0,Man,white
2,1765.0,259.0,Man,white
0,1769.0,260.0,Man,white
0,1773.0,261.0,Man,white
0,1801.0,262.0,Woman,white
1,1801.0,263.0,Man,white
0,1805.0,264.0,Man,white
1,1805.0,265.0,Man,white
0,1809.0,266.0,Woman,white
1,1809.0,267.0,Man,white
0,1817.0,268.0,Man,middle eastern
0,1821.0,269.0,Man,middle eastern
0,1825.0,270.0,Man,white
1,1825.0,271.0,Man,white
0,1829.0,272.0,Man,asian
0,1833.0,273.0,Man,white
0,1837.0,274.0,Man,asian
0,1841.0,275.0,Man,white
1,1841.0,276.0,Man,white
0,1845.0,277.0,Man,white
0,1849.0,278.0,Man,asian
0,1853.0,279.0,Man,white
0,1857.0,280.0,Man,white
0,1861.0,281.0,Man,white
0,1865.0,282.0,Man,white
0,1869.0,283.0,Man,white
0,1873.0,284.0,Man,white
0,1877.0,285.0,Man,white
0,1881.0,286.0,Man,white
0,1885.0,287.0,Man,white
0,1889.0,288.0,Man,white
1,1889.0,289.0,Man,white
0,1893.0,290.0,Man,white
1,1893.0,291.0,Woman,white
0,1897.0,292.0,Man,white
1,1897.0,293.0,Man,white
2,1897.0,294.0,Man,white
0,1901.0,295.0,Man,latino hispanic
1,1901.0,296.0,Man,white
0,1905.0,297.0,Man,white
1,1905.0,298.0,Man,white
0,1917.0,299.0,Man,asian
0,1921.0,300.0,Man,white
1,1921.0,301.0,Man,white
0,1925.0,302.0,Man,white
0,1929.0,303.0,Man,white
0,1933.0,304.0,Man,latino hispanic
0,1941.0,305.0,Man,white
1,1941.0,306.0,Woman,white
0,1957.0,307.0,Man,white
1,1957.0,308.0,Woman,white
0,1985.0,309.0,Woman,white
1,1985.0,310.0,Man,white
0,1989.0,311.0,Woman,middle eastern
1,1989.0,312.0,Man,white
0,2089.0,313.0,Man,white
0,2113.0,314.0,Man,white
0,2117.0,315.0,Man,white
0,2121.0,316.0,Woman,white
0,2125.0,317.0,Man,middle eastern
0,2129.0,318.0,Woman,white
0,2149.0,319.0,Man,white
0,2153.0,320.0,Man,white
0,2157.0,321.0,Man,white
0,2161.0,322.0,Man,white
0,2277.0,323.0,Man,latino hispanic
0,2317.0,324.0,Man,white
0,2321.0,325.0,Man,white
0,2333.0,326.0,Man,middle eastern
0,2341.0,327.0,Man,middle eastern
0,2345.0,328.0,Man,white
0,2349.0,329.0,Man,white
0,2353.0,330.0,Man,white
0,2357.0,331.0,Man,latino hispanic
0,2361.0,332.0,Man,white
0,2381.0,333.0,Man,middle eastern
0,2385.0,334.0,Man,white
0,2397.0,335.0,Man,white
0,2429.0,336.0,Man,white
0,2437.0,337.0,Man,white
0,2445.0,338.0,Man,middle eastern
0,2473.0,339.0,Man,asian
0,2489.0,340.0,Man,white
0,2497.0,341.0,Man,latino hispanic
0,2549.0,342.0,Man,black
0,2553.0,343.0,Man,white
0,2589.0,344.0,Man,white
0,2593.0,345.0,Man,white
0,2609.0,346.0,Man,white
0,2621.0,347.0,Woman,white
0,2625.0,348.0,Woman,white
1,2625.0,349.0,Man,black
0,2629.0,350.0,Woman,white
0,2633.0,351.0,Man,asian
0,2637.0,352.0,Woman,white
1,2637.0,353.0,Man,black
0,2641.0,354.0,Man,middle eastern
0,2645.0,355.0,Woman,white
0,2649.0,356.0,Woman,white
0,2661.0,357.0,Woman,white
0,2665.0,358.0,Man,white
1,2665.0,359.0,Woman,black
0,2673.0,360.0,Man,white
0,2677.0,361.0,Man,white
0,2685.0,362.0,Woman,asian
0,2689.0,363.0,Man,asian
0,2705.0,364.0,Woman,latino hispanic
0,2713.0,365.0,Man,white
1,2713.0,366.0,Man,white
2,2713.0,367.0,Man,white
3,2713.0,368.0,Man,white
4,2713.0,369.0,Man,middle eastern
5,2713.0,370.0,Man,black
0,2717.0,371.0,Man,white
1,2717.0,372.0,Man,white
2,2717.0,373.0,Man,latino hispanic
3,2717.0,374.0,Man,asian
0,2721.0,375.0,Man,white
0,2729.0,376.0,Man,white
1,2729.0,377.0,Man,white
2,2729.0,378.0,Man,asian
0,2733.0,379.0,Woman,asian
1,2733.0,380.0,Man,white
2,2733.0,381.0,Man,latino hispanic
3,2733.0,382.0,Man,white
0,2737.0,383.0,Man,latino hispanic
1,2737.0,384.0,Woman,white
2,2737.0,385.0,Woman,white
3,2737.0,386.0,Man,white
0,2749.0,387.0,Man,white
0,2753.0,388.0,Man,white
1,2753.0,389.0,Man,white
0,2761.0,390.0,Woman,white
0,2765.0,391.0,Man,latino hispanic
0,2769.0,392.0,Man,white
0,2773.0,393.0,Woman,white
0,2777.0,394.0,Man,asian
0,2781.0,395.0,Woman,latino hispanic
0,2785.0,396.0,Man,asian
0,2789.0,397.0,Woman,white
0,2793.0,398.0,Man,white
0,2797.0,399.0,Man,white
0,2805.0,400.0,Woman,white
0,2813.0,401.0,Man,white
0,2817.0,402.0,Man,asian
0,2821.0,403.0,Woman,white
0,2825.0,404.0,Woman,white
0,2837.0,405.0,Woman,white
0,2841.0,406.0,Woman,white
0,2845.0,407.0,Woman,asian
1,2845.0,408.0,Man,white
0,2853.0,409.0,Man,asian
0,2857.0,410.0,Woman,white
0,2861.0,411.0,Woman,white
0,2865.0,412.0,Man,white
0,2869.0,413.0,Man,white
0,2945.0,414.0,Man,black
0,2949.0,415.0,Man,white
0,2953.0,416.0,Man,white
0,2957.0,417.0,Man,middle eastern
0,2973.0,418.0,Man,black
0,2977.0,419.0,Man,white
0,3005.0,420.0,Man,white
0,3009.0,421.0,Man,white
0,3025.0,422.0,Man,latino hispanic
1,3025.0,423.0,Man,asian
0,3029.0,424.0,Man,latino hispanic
1,3029.0,425.0,Man,white
0,3033.0,426.0,Man,white
1,3033.0,427.0,Man,asian
0,3037.0,428.0,Woman,asian
0,3041.0,429.0,Woman,white
1,3041.0,430.0,Man,asian
0,3045.0,431.0,Man,white
0,3049.0,432.0,Woman,asian
1,3049.0,433.0,Man,white
0,3053.0,434.0,Man,white
0,3085.0,435.0,Man,white
0,3109.0,436.0,Man,white
0,3113.0,437.0,Man,asian
0,3117.0,438.0,Man,asian
0,3129.0,439.0,Man,asian
0,3137.0,440.0,Man,asian
0,3165.0,441.0,Man,asian
0,3197.0,442.0,Man,latino hispanic
1,3197.0,443.0,Man,asian
0,3201.0,444.0,Man,white
0,3205.0,445.0,Man,asian
0,3209.0,446.0,Woman,asian
0,3213.0,447.0,Man,asian
0,3217.0,448.0,Man,white
0,3237.0,449.0,Woman,latino hispanic
1,3237.0,450.0,Woman,white
2,3237.0,451.0,Man,asian
0,3241.0,452.0,Woman,latino hispanic
1,3241.0,453.0,Woman,white
2,3241.0,454.0,Woman,white
0,3253.0,455.0,Man,white
0,3257.0,456.0,Man,white
1,3257.0,457.0,Man,white
0,3265.0,458.0,Man,white
0,3269.0,459.0,Man,latino hispanic
0,3277.0,460.0,Man,white
0,3281.0,461.0,Man,middle eastern
0,3285.0,462.0,Man,white
0,3289.0,463.0,Man,white
0,3293.0,464.0,Woman,white
0,3297.0,465.0,Man,white
0,3301.0,466.0,Woman,white
1,3301.0,467.0,Man,white
0,3305.0,468.0,Woman,white
1,3305.0,469.0,Man,white
0,3309.0,470.0,Man,white
0,3345.0,471.0,Man,asian
0,3353.0,472.0,Man,asian
0,3357.0,473.0,Man,asian
0,3365.0,474.0,Man,white
1,3365.0,475.0,Man,asian
0,3369.0,476.0,Man,white
1,3369.0,477.0,Man,asian
0,3373.0,478.0,Man,white
1,3373.0,479.0,Man,asian
0,3377.0,480.0,Man,white
0,3381.0,481.0,Man,white
0,3385.0,482.0,Man,white
1,3385.0,483.0,Man,asian
0,3389.0,484.0,Man,white
1,3389.0,485.0,Man,asian
0,3393.0,486.0,Man,white
1,3393.0,487.0,Man,asian
0,3397.0,488.0,Man,white
0,3401.0,489.0,Man,white
0,3405.0,490.0,Man,white
0,3409.0,491.0,Man,white
0,3413.0,492.0,Man,white
1,3413.0,493.0,Man,asian
0,3417.0,494.0,Man,white
0,3421.0,495.0,Man,white
1,3421.0,496.0,Man,latino hispanic
0,3425.0,497.0,Man,white
0,3429.0,498.0,Man,white
1,3429.0,499.0,Man,asian
0,3433.0,500.0,Man,white
1,3433.0,501.0,Man,asian
0,3445.0,502.0,Man,white
0,3449.0,503.0,Man,white
0,3453.0,504.0,Man,white
0,3457.0,505.0,Man,white
0,3461.0,506.0,Man,middle eastern
0,3465.0,507.0,Man,latino hispanic
0,3469.0,508.0,Man,white
0,3473.0,509.0,Man,white
0,3477.0,510.0,Man,middle eastern
0,3481.0,511.0,Man,white
0,3521.0,512.0,Man,asian
0,3525.0,513.0,Man,asian
0,3533.0,514.0,Man,asian
0,3553.0,515.0,Man,white
0,3565.0,516.0,Man,white
0,3569.0,517.0,Man,asian
0,3637.0,518.0,Man,white
0,3641.0,519.0,Man,white
0,3673.0,520.0,Man,white
0,3681.0,521.0,Man,white
0,3713.0,522.0,Man,white
0,3721.0,523.0,Man,asian
0,3725.0,524.0,Woman,asian
0,3753.0,525.0,Man,asian
0,3761.0,526.0,Woman,black
0,3765.0,527.0,Man,white
0,3769.0,528.0,Woman,white
0,3773.0,529.0,Woman,black
0,3777.0,530.0,Man,white
0,3781.0,531.0,Man,white
0,3785.0,532.0,Man,white
1,3785.0,533.0,Man,black
2,3785.0,534.0,Man,middle eastern
0,3789.0,535.0,Man,black
0,3793.0,536.0,Man,white
0,3797.0,537.0,Man,white
0,3801.0,538.0,Man,white
0,3809.0,539.0,Man,middle eastern
0,3817.0,540.0,Man,black
0,3825.0,541.0,Man,white
0,3829.0,542.0,Woman,white
0,3833.0,543.0,Man,white
1,3833.0,544.0,Woman,white
0,3837.0,545.0,Man,white
0,3841.0,546.0,Man,white
0,3845.0,547.0,Woman,white
1,3845.0,548.0,Man,asian
0,3849.0,549.0,Man,black
0,3853.0,550.0,Man,white
0,3857.0,551.0,Man,white
0,3861.0,552.0,Man,white
0,3865.0,553.0,Man,white
0,3869.0,554.0,Man,white
1,3869.0,555.0,Man,white
0,3873.0,556.0,Man,white
0,3877.0,557.0,Man,white
0,3881.0,558.0,Man,white
0,3885.0,559.0,Man,white
0,3889.0,560.0,Man,white
0,3893.0,561.0,Man,white
0,3901.0,562.0,Man,white
1,3901.0,563.0,Man,white
0,3905.0,564.0,Man,white
0,3909.0,565.0,Man,white
0,3913.0,566.0,Man,white
0,3937.0,567.0,Man,white
0,3941.0,568.0,Man,white
0,3953.0,569.0,Man,white
0,3965.0,570.0,Man,white
0,3969.0,571.0,Man,middle eastern
0,3997.0,572.0,Woman,white
0,4001.0,573.0,Woman,white
0,4017.0,574.0,Man,asian
0,4021.0,575.0,Woman,white
0,4025.0,576.0,Man,indian
0,4029.0,577.0,Woman,white
0,4037.0,578.0,Woman,asian
0,4041.0,579.0,Man,white
0,4057.0,580.0,Man,white
1,4057.0,581.0,Man,white
2,4057.0,582.0,Man,white
0,4061.0,583.0,Man,white
1,4061.0,584.0,Man,white
0,4065.0,585.0,Man,white
1,4065.0,586.0,Man,white
0,4069.0,587.0,Man,asian
1,4069.0,588.0,Man,white
0,4073.0,589.0,Man,white
1,4073.0,590.0,Man,asian
0,4077.0,591.0,Man,white
1,4077.0,592.0,Man,white
0,4081.0,593.0,Man,asian
1,4081.0,594.0,Man,white
0,4085.0,595.0,Woman,white
1,4085.0,596.0,Man,white
0,4089.0,597.0,Man,white
1,4089.0,598.0,Man,white
0,4105.0,599.0,Man,white
1,4105.0,600.0,Man,white
0,4113.0,601.0,Woman,white
0,4117.0,602.0,Man,white
1,4117.0,603.0,Man,white
0,4121.0,604.0,Woman,white
0,4125.0,605.0,Man,white
0,4129.0,606.0,Man,white
0,4133.0,607.0,Woman,white
0,4137.0,608.0,Woman,white
0,4141.0,609.0,Woman,white
0,4145.0,610.0,Woman,white
0,4149.0,611.0,Woman,white
0,4153.0,612.0,Woman,white
0,4157.0,613.0,Man,middle eastern
1,4157.0,614.0,Man,white
0,4169.0,615.0,Woman,white
1,4169.0,616.0,Man,white
2,4169.0,617.0,Man,white
0,4177.0,618.0,Woman,white
0,4181.0,619.0,Man,white
0,4185.0,620.0,Man,white
0,4201.0,621.0,Man,white
0,4205.0,622.0,Woman,white
0,4213.0,623.0,Woman,white
0,4221.0,624.0,Man,white
0,4233.0,625.0,Woman,white
1,4233.0,626.0,Man,white
0,4245.0,627.0,Man,white
0,4249.0,628.0,Man,white
0,4253.0,629.0,Man,white
0,4269.0,630.0,Woman,white
0,4317.0,631.0,Woman,white
0,4321.0,632.0,Woman,white
0,4325.0,633.0,Woman,white
0,4381.0,634.0,Woman,white
0,4405.0,635.0,Man,middle eastern
0,4409.0,636.0,Man,latino hispanic
0,4413.0,637.0,Man,white
0,4441.0,638.0,Woman,white
0,4469.0,639.0,Man,latino hispanic
0,4473.0,640.0,Man,white
0,4485.0,641.0,Man,middle eastern
0,4493.0,642.0,Man,white
0,4497.0,643.0,Man,white
0,4501.0,644.0,Man,white
0,4505.0,645.0,Man,middle eastern
0,4509.0,646.0,Man,middle eastern
0,4525.0,647.0,Man,middle eastern
0,4533.0,648.0,Man,white
0,4541.0,649.0,Man,indian
0,4545.0,650.0,Man,white
0,4553.0,651.0,Man,white
0,4565.0,652.0,Man,white
0,4569.0,653.0,Man,white
0,4573.0,654.0,Man,white
0,4581.0,655.0,Man,white
0,4585.0,656.0,Man,white
0,4597.0,657.0,Woman,white
0,4609.0,658.0,Man,white
0,4617.0,659.0,Man,white
0,4621.0,660.0,Man,white
0,4629.0,661.0,Man,latino hispanic
0,4645.0,662.0,Woman,white
0,4649.0,663.0,Woman,white
0,4681.0,664.0,Man,white
0,4685.0,665.0,Man,white
0,4697.0,666.0,Man,white
0,4705.0,667.0,Man,latino hispanic
0,4749.0,668.0,Man,white
0,4757.0,669.0,Woman,white
0,4765.0,670.0,Man,middle eastern
0,4769.0,671.0,Man,white
0,4777.0,672.0,Man,asian
0,4781.0,673.0,Man,white
0,4785.0,674.0,Man,latino hispanic
0,4789.0,675.0,Man,middle eastern
0,4793.0,676.0,Man,latino hispanic
0,4809.0,677.0,Man,white
0,4813.0,678.0,Man,middle eastern
0,4817.0,679.0,Man,white
0,4821.0,680.0,Woman,white
0,4825.0,681.0,Man,middle eastern
0,4829.0,682.0,Man,latino hispanic
0,4833.0,683.0,Man,middle eastern
0,4837.0,684.0,Man,middle eastern
0,4857.0,685.0,Man,white
0,4861.0,686.0,Man,white
0,4877.0,687.0,Man,white
0,4909.0,688.0,Man,middle eastern
0,4913.0,689.0,Man,middle eastern
0,4929.0,690.0,Man,middle eastern
0,4941.0,691.0,Man,white
0,4945.0,692.0,Man,white
0,5009.0,693.0,Man,white
0,5025.0,694.0,Woman,white
0,5029.0,695.0,Woman,white
0,5033.0,696.0,Man,white
0,5037.0,697.0,Woman,white
0,5041.0,698.0,Man,black
0,5049.0,699.0,Woman,white
0,5053.0,700.0,Woman,white
0,5057.0,701.0,Man,black
0,5061.0,702.0,Woman,white
0,5073.0,703.0,Woman,white
0,5077.0,704.0,Man,black
0,5081.0,705.0,Woman,white
0,5085.0,706.0,Woman,white
0,5089.0,707.0,Man,black
0,5093.0,708.0,Man,black
0,5097.0,709.0,Man,black
0,5101.0,710.0,Woman,white
0,5105.0,711.0,Man,black
0,5109.0,712.0,Man,black
0,5113.0,713.0,Man,black
0,5117.0,714.0,Woman,white
0,5125.0,715.0,Man,white
0,5137.0,716.0,Man,white
0,5141.0,717.0,Man,white
0,5145.0,718.0,Man,white
0,5149.0,719.0,Woman,white
0,5153.0,720.0,Woman,white
0,5157.0,721.0,Man,white
1,5157.0,722.0,Man,white
0,5161.0,723.0,Woman,white
0,5165.0,724.0,Woman,white
0,5169.0,725.0,Woman,white
0,5173.0,726.0,Man,white
1,5173.0,727.0,Woman,asian
0,5201.0,728.0,Man,white
0,5205.0,729.0,Man,white
0,5209.0,730.0,Man,white
0,5213.0,731.0,Man,white
0,5229.0,732.0,Man,white
0,5237.0,733.0,Man,white
0,5241.0,734.0,Man,white
0,5245.0,735.0,Man,white
0,5249.0,736.0,Man,white
0,5253.0,737.0,Man,white
0,5257.0,738.0,Man,white
0,5261.0,739.0,Man,white
0,5265.0,740.0,Man,white
0,5269.0,741.0,Man,white
0,5273.0,742.0,Man,white
0,5277.0,743.0,Man,white
0,5281.0,744.0,Man,white
0,5285.0,745.0,Man,white
0,5289.0,746.0,Man,white
0,5293.0,747.0,Man,white
0,5297.0,748.0,Man,white
0,5301.0,749.0,Man,white
0,5305.0,750.0,Man,white
0,5309.0,751.0,Man,middle eastern
0,5313.0,752.0,Man,white
0,5317.0,753.0,Man,white
0,5321.0,754.0,Man,white
0,5325.0,755.0,Man,white
0,5329.0,756.0,Man,white
0,5333.0,757.0,Man,white
0,5373.0,758.0,Man,white
0,5377.0,759.0,Man,white
0,5381.0,760.0,Man,white
1,5381.0,761.0,Man,white
0,5385.0,762.0,Man,white
1,5385.0,763.0,Man,white
0,5389.0,764.0,Man,white
1,5389.0,765.0,Man,white
0,5393.0,766.0,Man,latino hispanic
0,5417.0,767.0,Man,latino hispanic
0,5421.0,768.0,Man,white
1,5421.0,769.0,Man,asian
0,5425.0,770.0,Man,white
1,5425.0,771.0,Man,white
2,5425.0,772.0,Man,asian
0,5429.0,773.0,Man,white
0,5433.0,774.0,Man,white
0,5437.0,775.0,Man,white
0,5441.0,776.0,Man,white
0,5445.0,777.0,Man,white
1,5445.0,778.0,Man,black
0,5449.0,779.0,Man,white
1,5449.0,780.0,Man,asian
0,5453.0,781.0,Man,white
0,5457.0,782.0,Man,black
0,5461.0,783.0,Man,white
0,5465.0,784.0,Man,white
1,5465.0,785.0,Man,white
0,5469.0,786.0,Man,white
0,5473.0,787.0,Man,white
0,5477.0,788.0,Man,white
0,5481.0,789.0,Man,white
0,5485.0,790.0,Man,white
0,5489.0,791.0,Man,indian
0,5493.0,792.0,Man,white
0,5497.0,793.0,Man,white
0,5501.0,794.0,Man,white
0,5505.0,795.0,Man,white
1,5505.0,796.0,Man,black
0,5509.0,797.0,Man,white
0,5549.0,798.0,Man,white
0,5553.0,799.0,Man,latino hispanic
0,5557.0,800.0,Man,white
0,5561.0,801.0,Man,latino hispanic
0,5565.0,802.0,Man,white
0,5569.0,803.0,Man,white
0,5573.0,804.0,Man,white
0,5577.0,805.0,Man,white
0,5581.0,806.0,Man,white
0,5585.0,807.0,Man,white
0,5589.0,808.0,Man,white
0,5593.0,809.0,Man,white
1,5593.0,810.0,Man,indian
0,5597.0,811.0,Man,white
1,5597.0,812.0,Man,black
0,5601.0,813.0,Man,white
1,5601.0,814.0,Man,black
0,5605.0,815.0,Man,white
0,5609.0,816.0,Man,white
0,5613.0,817.0,Man,white
0,5617.0,818.0,Man,middle eastern
0,5621.0,819.0,Man,white
0,5625.0,820.0,Man,white
0,5629.0,821.0,Man,white
0,5633.0,822.0,Man,black
1,5633.0,823.0,Man,indian
0,5637.0,824.0,Man,white
0,5641.0,825.0,Man,white
1,5641.0,826.0,Man,white
0,5645.0,827.0,Man,white
1,5645.0,828.0,Man,white
0,5649.0,829.0,Man,white
1,5649.0,830.0,Man,white
0,5653.0,831.0,Man,middle eastern
1,5653.0,832.0,Man,white
0,5657.0,833.0,Man,white
1,5657.0,834.0,Man,white
0,5677.0,835.0,Man,black
0,5681.0,836.0,Man,white
0,5685.0,837.0,Man,white
0,5689.0,838.0,Man,middle eastern
