,frame_number,face_id,gender,race
1,2201.0,208.0,Man,white
2,2201.0,209.0,Man,middle eastern
0,2211.0,210.0,Man,white
1,2211.0,211.0,Woman,asian
0,2221.0,212.0,Man,white
1,2221.0,213.0,Man,indian
2,2221.0,214.0,Man,white
0,2231.0,215.0,Man,white
1,2231.0,216.0,Man,asian
2,2231.0,217.0,Man,white
0,2241.0,218.0,Man,middle eastern
1,2241.0,219.0,Man,white
2,2241.0,220.0,Man,white
0,2251.0,221.0,Man,middle eastern
1,2251.0,222.0,Man,white
2,2251.0,223.0,Man,white
3,2251.0,224.0,Man,white
0,2261.0,225.0,Man,latino hispanic
0,2271.0,226.0,Man,white
0,2281.0,227.0,Man,black
0,2291.0,228.0,Man,asian
0,2301.0,229.0,Man,middle eastern
1,2301.0,230.0,Man,latino hispanic
0,2311.0,231.0,Man,middle eastern
1,2311.0,232.0,Man,white
0,2321.0,233.0,Man,latino hispanic
0,2331.0,234.0,Man,black
0,2341.0,235.0,Man,black
1,2341.0,236.0,Man,asian
0,2351.0,237.0,Man,latino hispanic
0,2361.0,238.0,Man,latino hispanic
0,2371.0,239.0,Man,black
1,2371.0,240.0,Man,asian
0,2381.0,241.0,Man,white
0,2391.0,242.0,Man,black
1,2391.0,243.0,Man,white
0,2401.0,244.0,Man,latino hispanic
1,2401.0,245.0,Man,white
0,2411.0,246.0,Man,black
0,2421.0,247.0,Man,black
0,2431.0,248.0,Man,latino hispanic
1,2431.0,249.0,Man,white
0,2441.0,250.0,Man,latino hispanic
1,2441.0,251.0,Man,white
0,2451.0,252.0,Man,latino hispanic
0,2461.0,253.0,Man,black
0,2471.0,254.0,Man,white
0,2481.0,255.0,Man,black
0,2501.0,256.0,Man,latino hispanic
0,2521.0,257.0,Man,white
0,2531.0,258.0,Man,white
1,2531.0,259.0,Man,white
0,2541.0,260.0,Man,black
0,2551.0,261.0,Man,indian
0,2561.0,262.0,Man,latino hispanic
0,2571.0,263.0,Man,latino hispanic
0,2581.0,264.0,Man,white
1,2581.0,265.0,Man,asian
2,2581.0,266.0,Woman,white
0,2591.0,267.0,Man,black
1,2591.0,268.0,Man,latino hispanic
0,2601.0,269.0,Man,white
1,2601.0,270.0,Man,black
0,2611.0,271.0,Man,latino hispanic
1,2611.0,272.0,Man,black
0,2621.0,273.0,Man,white
0,2631.0,274.0,Man,white
0,2641.0,275.0,Man,white
0,2651.0,276.0,Man,white
0,2661.0,277.0,Man,white
0,2671.0,278.0,Man,white
0,2681.0,279.0,Man,white
0,2711.0,280.0,Man,asian
1,2711.0,281.0,Man,white
2,2711.0,282.0,Man,white
3,2711.0,283.0,Man,asian
4,2711.0,284.0,Man,white
5,2711.0,285.0,Man,white
6,2711.0,286.0,Man,white
0,2731.0,287.0,Man,white
1,2731.0,288.0,Man,white
2,2731.0,289.0,Man,latino hispanic
3,2731.0,290.0,Man,white
4,2731.0,291.0,Man,white
0,2741.0,292.0,Man,latino hispanic
1,2741.0,293.0,Man,white
2,2741.0,294.0,Man,asian
3,2741.0,295.0,Man,white
4,2741.0,296.0,Man,white
5,2741.0,297.0,Woman,asian
0,2751.0,298.0,Man,white
1,2751.0,299.0,Woman,white
2,2751.0,300.0,Man,black
0,2761.0,301.0,Man,asian
1,2761.0,302.0,Man,white
2,2761.0,303.0,Man,asian
0,2771.0,304.0,Man,white
1,2771.0,305.0,Woman,white
2,2771.0,306.0,Man,asian
3,2771.0,307.0,Man,white
4,2771.0,308.0,Man,asian
0,2821.0,309.0,Man,asian
0,2831.0,310.0,Man,white
0,2841.0,311.0,Man,asian
0,2861.0,312.0,Man,white
0,2871.0,313.0,Man,white
0,2891.0,314.0,Man,white
1,2891.0,315.0,Man,white
0,2911.0,316.0,Man,latino hispanic
1,2911.0,317.0,Man,white
0,2921.0,318.0,Man,latino hispanic
1,2921.0,319.0,Man,white
0,2931.0,320.0,Man,latino hispanic
1,2931.0,321.0,Man,middle eastern
0,2961.0,322.0,Man,middle eastern
1,2961.0,323.0,Man,black
0,2971.0,324.0,Man,white
1,2971.0,325.0,Man,white
0,2981.0,326.0,Man,white
1,2981.0,327.0,Man,white
0,3001.0,328.0,Man,white
1,3001.0,329.0,Man,black
0,3011.0,330.0,Man,white
0,3021.0,331.0,Man,white
1,3021.0,332.0,Man,white
0,3041.0,333.0,Man,white
1,3041.0,334.0,Woman,white
0,3051.0,335.0,Man,white
1,3051.0,336.0,Woman,white
0,3061.0,337.0,Man,white
0,3071.0,338.0,Woman,white
1,3071.0,339.0,Man,white
0,3081.0,340.0,Man,white
0,3091.0,341.0,Man,white
0,3101.0,342.0,Man,middle eastern
1,3101.0,343.0,Man,white
0,3111.0,344.0,Man,black
1,3111.0,345.0,Man,white
0,3121.0,346.0,Woman,white
1,3121.0,347.0,Man,black
0,3131.0,348.0,Man,white
1,3131.0,349.0,Woman,white
2,3131.0,350.0,Man,latino hispanic
3,3131.0,351.0,Woman,white
4,3131.0,352.0,Man,white
0,3141.0,353.0,Man,white
1,3141.0,354.0,Woman,white
2,3141.0,355.0,Man,white
0,3151.0,356.0,Man,white
1,3151.0,357.0,Man,white
2,3151.0,358.0,Man,asian
0,3161.0,359.0,Man,latino hispanic
1,3161.0,360.0,Woman,white
2,3161.0,361.0,Woman,asian
3,3161.0,362.0,Man,asian
4,3161.0,363.0,Man,white
0,3171.0,364.0,Man,white
1,3171.0,365.0,Man,white
0,3181.0,366.0,Man,white
1,3181.0,367.0,Man,white
2,3181.0,368.0,Man,white
0,3191.0,369.0,Man,white
1,3191.0,370.0,Man,asian
2,3191.0,371.0,Man,white
0,3201.0,372.0,Woman,white
1,3201.0,373.0,Man,latino hispanic
0,3211.0,374.0,Man,white
1,3211.0,375.0,Woman,white
0,3221.0,376.0,Man,white
1,3221.0,377.0,Woman,white
0,3231.0,378.0,Man,white
1,3231.0,379.0,Woman,white
0,3241.0,380.0,Man,asian
0,3251.0,381.0,Man,asian
1,3251.0,382.0,Man,middle eastern
0,3261.0,383.0,Man,white
1,3261.0,384.0,Woman,white
0,3271.0,385.0,Man,white
1,3271.0,386.0,Woman,latino hispanic
2,3271.0,387.0,Man,white
0,3281.0,388.0,Man,middle eastern
1,3281.0,389.0,Woman,white
2,3281.0,390.0,Man,white
0,3291.0,391.0,Woman,white
1,3291.0,392.0,Woman,asian
2,3291.0,393.0,Man,white
0,3301.0,394.0,Man,white
1,3301.0,395.0,Woman,asian
2,3301.0,396.0,Man,white
3,3301.0,397.0,Man,black
0,3311.0,398.0,Woman,white
1,3311.0,399.0,Man,white
0,3321.0,400.0,Man,latino hispanic
1,3321.0,401.0,Man,white
2,3321.0,402.0,Man,middle eastern
0,3331.0,403.0,Man,latino hispanic
1,3331.0,404.0,Man,white
2,3331.0,405.0,Man,white
3,3331.0,406.0,Man,white
0,3341.0,407.0,Man,white
1,3341.0,408.0,Man,white
0,3351.0,409.0,Woman,white
1,3351.0,410.0,Man,white
2,3351.0,411.0,Man,white
3,3351.0,412.0,Man,white
0,3361.0,413.0,Man,white
1,3361.0,414.0,Man,white
2,3361.0,415.0,Woman,white
3,3361.0,416.0,Man,asian
0,3371.0,417.0,Man,white
1,3371.0,418.0,Man,white
2,3371.0,419.0,Woman,white
3,3371.0,420.0,Man,latino hispanic
4,3371.0,421.0,Man,black
0,3381.0,422.0,Woman,white
1,3381.0,423.0,Man,white
2,3381.0,424.0,Man,white
0,3391.0,425.0,Woman,white
1,3391.0,426.0,Woman,white
2,3391.0,427.0,Man,white
0,3411.0,428.0,Man,white
0,3461.0,429.0,Man,white
0,3471.0,430.0,Man,white
0,3541.0,431.0,Man,white
0,3581.0,432.0,Man,middle eastern
0,3611.0,433.0,Man,middle eastern
0,3661.0,434.0,Man,white
0,3671.0,435.0,Man,middle eastern
0,3681.0,436.0,Man,white
0,3701.0,437.0,Man,asian
0,3711.0,438.0,Man,white
1,3711.0,439.0,Woman,white
0,3721.0,440.0,Man,white
1,3721.0,441.0,Woman,white
0,3731.0,442.0,Woman,white
1,3731.0,443.0,Man,white
0,3741.0,444.0,Man,white
0,3751.0,445.0,Man,white
0,3781.0,446.0,Man,white
1,3781.0,447.0,Man,white
0,3791.0,448.0,Man,white
1,3791.0,449.0,Man,white
0,3801.0,450.0,Woman,white
1,3801.0,451.0,Man,latino hispanic
2,3801.0,452.0,Man,middle eastern
0,3811.0,453.0,Woman,white
1,3811.0,454.0,Man,white
2,3811.0,455.0,Man,white
0,3831.0,456.0,Man,white
1,3831.0,457.0,Man,black
2,3831.0,458.0,Woman,white
3,3831.0,459.0,Man,white
0,3841.0,460.0,Man,white
1,3841.0,461.0,Man,white
2,3841.0,462.0,Man,white
0,3851.0,463.0,Man,white
1,3851.0,464.0,Man,white
2,3851.0,465.0,Man,white
0,3871.0,466.0,Man,white
0,3881.0,467.0,Woman,white
1,3881.0,468.0,Man,white
0,3891.0,469.0,Woman,white
1,3891.0,470.0,Man,white
0,3901.0,471.0,Woman,white
1,3901.0,472.0,Man,white
2,3901.0,473.0,Man,white
0,3911.0,474.0,Woman,white
1,3911.0,475.0,Man,white
0,3921.0,476.0,Man,asian
0,3941.0,477.0,Man,black
0,3951.0,478.0,Woman,white
0,3971.0,479.0,Man,asian
1,3971.0,480.0,Man,asian
0,3981.0,481.0,Man,white
0,3991.0,482.0,Man,white
1,3991.0,483.0,Man,white
0,4001.0,484.0,Man,white
0,4011.0,485.0,Man,latino hispanic
0,4021.0,486.0,Woman,white
0,4031.0,487.0,Man,white
0,4051.0,488.0,Man,middle eastern
0,4061.0,489.0,Man,white
0,4091.0,490.0,Man,white
1,4091.0,491.0,Man,white
0,4101.0,492.0,Man,black
0,4111.0,493.0,Man,white
0,4121.0,494.0,Woman,latino hispanic
0,4141.0,495.0,Man,middle eastern
1,4141.0,496.0,Man,white
0,4151.0,497.0,Man,white
1,4151.0,498.0,Man,asian
2,4151.0,499.0,Man,middle eastern
3,4151.0,500.0,Man,white
0,4161.0,501.0,Man,middle eastern
1,4161.0,502.0,Man,white
2,4161.0,503.0,Man,white
3,4161.0,504.0,Man,black
0,4171.0,505.0,Man,white
1,4171.0,506.0,Man,white
0,4181.0,507.0,Man,white
1,4181.0,508.0,Man,black
0,4201.0,509.0,Man,white
1,4201.0,510.0,Man,white
0,4211.0,511.0,Man,white
0,4221.0,512.0,Man,white
0,4251.0,513.0,Man,white
0,4271.0,514.0,Man,white
0,4281.0,515.0,Man,latino hispanic
0,4291.0,516.0,Man,white
0,4301.0,517.0,Man,black
0,4311.0,518.0,Man,black
1,4311.0,519.0,Man,white
0,4361.0,520.0,Man,white
0,4371.0,521.0,Woman,white
0,4381.0,522.0,Man,asian
0,4391.0,523.0,Man,white
0,4401.0,524.0,Woman,white
0,4411.0,525.0,Man,white
0,4421.0,526.0,Woman,latino hispanic
0,4431.0,527.0,Woman,latino hispanic
0,4441.0,528.0,Man,white
1,4441.0,529.0,Man,middle eastern
0,4451.0,530.0,Woman,white
0,4461.0,531.0,Man,white
0,4471.0,532.0,Man,white
0,4481.0,533.0,Man,white
0,4491.0,534.0,Man,latino hispanic
0,4501.0,535.0,Woman,white
0,4511.0,536.0,Man,white
0,4521.0,537.0,Man,white
1,4521.0,538.0,Woman,white
0,4531.0,539.0,Man,white
0,4541.0,540.0,Man,white
0,4561.0,541.0,Man,white
0,4601.0,542.0,Man,white
1,4601.0,543.0,Man,white
0,4621.0,544.0,Woman,white
1,4621.0,545.0,Man,middle eastern
2,4621.0,546.0,Man,white
0,4631.0,547.0,Man,white
0,4641.0,548.0,Man,middle eastern
1,4641.0,549.0,Woman,white
0,4651.0,550.0,Man,asian
0,4661.0,551.0,Man,white
0,4681.0,552.0,Man,white
0,4691.0,553.0,Man,white
0,4701.0,554.0,Man,middle eastern
1,4701.0,555.0,Man,middle eastern
0,4711.0,556.0,Woman,white
1,4711.0,557.0,Man,middle eastern
2,4711.0,558.0,Man,middle eastern
0,4721.0,559.0,Man,middle eastern
1,4721.0,560.0,Man,middle eastern
2,4721.0,561.0,Man,black
0,4731.0,562.0,Man,black
1,4731.0,563.0,Man,middle eastern
2,4731.0,564.0,Man,white
0,4741.0,565.0,Man,middle eastern
1,4741.0,566.0,Man,white
2,4741.0,567.0,Man,black
0,4751.0,568.0,Man,middle eastern
1,4751.0,569.0,Man,middle eastern
2,4751.0,570.0,Man,black
0,4761.0,571.0,Man,asian
0,4771.0,572.0,Man,white
0,4791.0,573.0,Man,white
1,4791.0,574.0,Man,asian
0,4801.0,575.0,Man,white
1,4801.0,576.0,Woman,white
0,4811.0,577.0,Man,middle eastern
1,4811.0,578.0,Man,white
0,4821.0,579.0,Man,middle eastern
1,4821.0,580.0,Man,white
0,4831.0,581.0,Man,middle eastern
1,4831.0,582.0,Man,middle eastern
2,4831.0,583.0,Man,white
0,4841.0,584.0,Man,middle eastern
1,4841.0,585.0,Man,black
0,4851.0,586.0,Man,white
1,4851.0,587.0,Man,white
2,4851.0,588.0,Man,black
0,4861.0,589.0,Woman,white
1,4861.0,590.0,Woman,white
2,4861.0,591.0,Man,white
0,4871.0,592.0,Woman,white
1,4871.0,593.0,Woman,white
0,4881.0,594.0,Man,white
1,4881.0,595.0,Man,black
2,4881.0,596.0,Woman,white
0,4891.0,597.0,Man,white
1,4891.0,598.0,Man,middle eastern
2,4891.0,599.0,Man,white
3,4891.0,600.0,Man,white
0,4901.0,601.0,Man,white
1,4901.0,602.0,Woman,white
0,4911.0,603.0,Man,white
1,4911.0,604.0,Woman,white
0,4921.0,605.0,Man,white
1,4921.0,606.0,Man,white
2,4921.0,607.0,Man,latino hispanic
3,4921.0,608.0,Man,white
4,4921.0,609.0,Man,white
0,4931.0,610.0,Woman,white
0,4941.0,611.0,Man,latino hispanic
1,4941.0,612.0,Man,middle eastern
2,4941.0,613.0,Man,black
3,4941.0,614.0,Man,asian
0,4951.0,615.0,Man,white
1,4951.0,616.0,Man,black
2,4951.0,617.0,Man,white
3,4951.0,618.0,Man,white
4,4951.0,619.0,Man,white
0,4961.0,620.0,Man,latino hispanic
1,4961.0,621.0,Man,white
2,4961.0,622.0,Man,black
3,4961.0,623.0,Man,latino hispanic
4,4961.0,624.0,Man,asian
0,4971.0,625.0,Woman,white
0,4981.0,626.0,Man,white
1,4981.0,627.0,Man,white
0,4991.0,628.0,Man,middle eastern
1,4991.0,629.0,Woman,white
0,5001.0,630.0,Man,middle eastern
1,5001.0,631.0,Man,white
0,5011.0,632.0,Man,white
1,5011.0,633.0,Man,white
0,5021.0,634.0,Man,white
1,5021.0,635.0,Man,white
2,5021.0,636.0,Man,middle eastern
0,5031.0,637.0,Man,white
1,5031.0,638.0,Woman,white
2,5031.0,639.0,Man,middle eastern
0,5041.0,640.0,Man,white
1,5041.0,641.0,Man,white
2,5041.0,642.0,Man,white
0,5051.0,643.0,Man,white
1,5051.0,644.0,Woman,white
0,5061.0,645.0,Man,white
1,5061.0,646.0,Man,white
0,5071.0,647.0,Man,white
1,5071.0,648.0,Woman,white
0,5081.0,649.0,Man,white
1,5081.0,650.0,Man,black
2,5081.0,651.0,Man,white
0,5091.0,652.0,Man,white
1,5091.0,653.0,Man,asian
0,5111.0,654.0,Man,white
0,5151.0,655.0,Man,latino hispanic
0,5161.0,656.0,Man,white
0,5171.0,657.0,Man,white
1,5171.0,658.0,Man,white
0,5181.0,659.0,Man,white
0,5191.0,660.0,Man,white
1,5191.0,661.0,Woman,latino hispanic
0,5201.0,662.0,Man,white
0,5211.0,663.0,Man,white
0,5221.0,664.0,Man,latino hispanic
0,5231.0,665.0,Woman,white
1,5231.0,666.0,Man,white
0,5241.0,667.0,Woman,white
1,5241.0,668.0,Man,white
0,5251.0,669.0,Man,white
0,5261.0,670.0,Man,white
0,5271.0,671.0,Man,middle eastern
0,5281.0,672.0,Woman,white
1,5281.0,673.0,Man,white
0,5291.0,674.0,Man,white
0,5301.0,675.0,Man,white
0,5311.0,676.0,Man,indian
0,5321.0,677.0,Man,white
0,5331.0,678.0,Woman,white
1,5331.0,679.0,Man,white
0,5341.0,680.0,Man,white
0,5351.0,681.0,Woman,white
0,5361.0,682.0,Woman,latino hispanic
0,5391.0,683.0,Man,white
0,5401.0,684.0,Man,white
0,5411.0,685.0,Woman,white
0,5421.0,686.0,Woman,white
0,5431.0,687.0,Man,white
0,5441.0,688.0,Woman,white
0,5451.0,689.0,Man,white
0,5471.0,690.0,Woman,white
1,5471.0,691.0,Man,asian
0,5481.0,692.0,Woman,asian
1,5481.0,693.0,Man,white
0,5491.0,694.0,Woman,white
1,5491.0,695.0,Man,middle eastern
0,5501.0,696.0,Man,white
1,5501.0,697.0,Man,white
0,5511.0,698.0,Man,white
0,5521.0,699.0,Man,latino hispanic
0,5531.0,700.0,Man,white
0,5541.0,701.0,Man,white
0,5551.0,702.0,Man,white
0,5561.0,703.0,Man,white
0,5601.0,704.0,Man,white
0,5641.0,705.0,Man,latino hispanic
0,5651.0,706.0,Man,white
1,5651.0,707.0,Woman,latino hispanic
0,5661.0,708.0,Woman,indian
1,5661.0,709.0,Man,white
0,5671.0,710.0,Man,white
1,5671.0,711.0,Woman,middle eastern
0,5771.0,712.0,Man,white
0,5781.0,713.0,Man,latino hispanic
0,5801.0,714.0,Man,white
0,5811.0,715.0,Man,white
0,5821.0,716.0,Man,white
0,5831.0,717.0,Man,white
0,5841.0,718.0,Man,white
1,5841.0,719.0,Man,asian
0,5851.0,720.0,Man,white
0,5861.0,721.0,Man,white
0,5871.0,722.0,Man,white
0,5881.0,723.0,Man,latino hispanic
1,5881.0,724.0,Man,white
0,5891.0,725.0,Man,white
0,5911.0,726.0,Man,white
0,5921.0,727.0,Man,white
0,5931.0,728.0,Man,white
0,5941.0,729.0,Man,white
0,5951.0,730.0,Man,white
1,5951.0,731.0,Man,white
0,5961.0,732.0,Man,white
1,5961.0,733.0,Man,white
0,5971.0,734.0,Man,latino hispanic
0,5981.0,735.0,Man,white
0,5991.0,736.0,Man,white
0,6001.0,737.0,Man,white
0,6011.0,738.0,Woman,white
1,6011.0,739.0,Man,white
0,6021.0,740.0,Man,white
0,6031.0,741.0,Man,latino hispanic
0,6041.0,742.0,Man,white
1,6041.0,743.0,Man,white
0,6051.0,744.0,Man,latino hispanic
0,6061.0,745.0,Woman,white
1,6061.0,746.0,Man,white
0,6081.0,747.0,Man,middle eastern
0,6091.0,748.0,Man,latino hispanic
1,6091.0,749.0,Man,white
0,6111.0,750.0,Man,white
1,6111.0,751.0,Woman,white
0,6131.0,752.0,Man,white
1,6131.0,753.0,Man,white
0,6151.0,754.0,Man,white
1,6151.0,755.0,Man,white
0,6211.0,756.0,Man,white
1,6211.0,757.0,Woman,white
0,6241.0,758.0,Man,middle eastern
0,6251.0,759.0,Man,middle eastern
0,6261.0,760.0,Woman,white
0,6271.0,761.0,Man,white
0,6281.0,762.0,Man,white
0,6291.0,763.0,Woman,white
0,6301.0,764.0,Woman,white
0,6321.0,765.0,Man,white
0,6341.0,766.0,Man,white
0,6351.0,767.0,Man,white
0,6361.0,768.0,Man,asian
1,6361.0,769.0,Woman,latino hispanic
2,6361.0,770.0,Man,white
3,6361.0,771.0,Man,asian
4,6361.0,772.0,Man,white
0,6371.0,773.0,Man,white
1,6371.0,774.0,Man,white
0,6381.0,775.0,Man,black
0,6391.0,776.0,Woman,white
0,6421.0,777.0,Man,white
0,6431.0,778.0,Man,asian
0,6451.0,779.0,Man,white
0,6461.0,780.0,Man,asian
0,6491.0,781.0,Man,white
0,6501.0,782.0,Woman,white
1,6501.0,783.0,Man,white
0,6511.0,784.0,Woman,white
1,6511.0,785.0,Man,white
2,6511.0,786.0,Woman,white
3,6511.0,787.0,Woman,middle eastern
4,6511.0,788.0,Man,white
5,6511.0,789.0,Man,white
6,6511.0,790.0,Man,white
7,6511.0,791.0,Man,asian
8,6511.0,792.0,Man,white
0,6521.0,793.0,Man,white
1,6521.0,794.0,Woman,white
0,6531.0,795.0,Woman,white
1,6531.0,796.0,Man,white
0,6541.0,797.0,Man,asian
1,6541.0,798.0,Man,black
0,6551.0,799.0,Woman,white
0,6561.0,800.0,Woman,white
0,6571.0,801.0,Woman,white
0,6581.0,802.0,Man,white
0,6591.0,803.0,Man,white
0,6601.0,804.0,Man,asian
1,6601.0,805.0,Man,black
0,6611.0,806.0,Man,white
0,6631.0,807.0,Woman,white
0,6641.0,808.0,Man,white
0,6651.0,809.0,Man,middle eastern
0,6661.0,810.0,Woman,white
0,6671.0,811.0,Woman,white
0,6681.0,812.0,Woman,white
0,6701.0,813.0,Woman,middle eastern
0,6711.0,814.0,Woman,white
0,6721.0,815.0,Man,latino hispanic
0,6731.0,816.0,Man,white
0,6741.0,817.0,Man,middle eastern
0,6751.0,818.0,Woman,white
0,6761.0,819.0,Man,white
0,6771.0,820.0,Woman,white
